Mach, CD_Power_On
9.42, 0.158358561200622
9.43, 0.15829943150001
9.44, 0.158240445638391
9.45, 0.158181594410455
9.46, 0.158122886893071
9.47, 0.158064312376993
9.48, 0.158005870970372
9.49, 0.157947571488162
9.50, 0.157889414278363
9.51, 0.157831388409649
9.52, 0.157773493642099
9.53, 0.157715739626349
9.54, 0.157658115977095
9.55, 0.157600622026068
9.56, 0.157543266969053
9.57, 0.157486051556904
9.58, 0.157428953781287
9.59, 0.15737200518082
9.60, 0.15731517337981
9.61, 0.157258479501917
9.62, 0.15720192195963
9.63, 0.157145491200256
9.64, 0.157089186415923
9.65, 0.15703301758262
9.66, 0.156976973483575
9.67, 0.156921064301021
9.68, 0.15686528008128
9.69, 0.156809619439181
9.70, 0.156754092356802
9.71, 0.156698688608639
9.72, 0.156643417765837
9.73, 0.156588269708662
9.74, 0.156533243160482
9.75, 0.156478348075322
9.76, 0.156423574834936
9.77, 0.156368932240561
9.78, 0.156314410173444
9.79, 0.156260008415603
9.80, 0.156205736071822
9.81, 0.156151583603649
9.82, 0.156097559837328
9.83, 0.156043654639646
9.84, 0.155989867713892
9.85, 0.155936208351984
9.86, 0.155882666257091
9.87, 0.155829242076157
9.88, 0.155775943963994
9.89, 0.155722772288153
9.90, 0.155669706933639
9.91, 0.155616767401642
9.92, 0.155563952616953
9.93, 0.155511252561807
9.94, 0.155458667516866
9.95, 0.155406206504134
9.96, 0.155353849118258
9.97, 0.155301625454603
9.98, 0.155249505009245
9.99, 0.155197516622972
10.00, 0.155145631440081
10.01, 0.155131778314875
10.02, 0.155115789212666
10.03, 0.155099847466601
10.04, 0.155083942414622
10.05, 0.155068074358871
10.06, 0.155052252835444
10.07, 0.15503646775836
10.08, 0.155020719719557
10.09, 0.15500501776428
10.10, 0.154989352109175
10.11, 0.154973732477706
10.12, 0.154958148969766
10.13, 0.154942601411908
10.14, 0.154927089339612
10.15, 0.154911622666288
10.16, 0.154896201883269
10.17, 0.154880806047815
10.18, 0.154865365651111
10.19, 0.154848590228269
10.20, 0.154831870353655
10.21, 0.154815194617225
10.22, 0.154798553498163
10.23, 0.154781967881973
10.24, 0.154765425765532
10.25, 0.154748928303646
10.26, 0.15473247522669
10.27, 0.154716065969213
10.28, 0.154699701302145
10.29, 0.154683379720635
10.30, 0.154667111995832
10.31, 0.154650878319404
10.32, 0.15463468794546
10.33, 0.154618551285446
10.34, 0.154602447453175
10.35, 0.154586387059613
10.36, 0.1545703794387
10.37, 0.154554405180315
10.38, 0.154538483040271
10.39, 0.154522594562931
10.40, 0.154506758050403
10.41, 0.154490953891268
10.42, 0.154475202072673
10.43, 0.15445948310784
10.44, 0.154443815677289
10.45, 0.154428180720556
10.46, 0.1544125973957
10.47, 0.154397045813967
10.48, 0.154381536086543
10.49, 0.15436607819779
10.50, 0.154350651233971
10.51, 0.15433527557966
10.52, 0.154319931796042
10.53, 0.154304628493193
10.54, 0.154289376604094
10.55, 0.154274155867276
10.56, 0.154258975815453
10.57, 0.15424383655928
10.58, 0.154228737809356
10.59, 0.15421367919822
10.60, 0.154198661314358
10.61, 0.154183683590197
10.62, 0.154168736683091
10.63, 0.154153839209069
10.64, 0.154138972094037
10.65, 0.154124154501222
10.66, 0.15410936695107
10.67, 0.154094629111407
10.68, 0.154079920924255
10.69, 0.154065251821603
10.70, 0.154050622291389
10.71, 0.154036032443495
